Product ID,Location,Risk Score,Backorder Risk,Distribution Center
10038313,USA,High,56,Center D
10038323,USA,High,74,Center D
10038333,USA,High,52,Center D
10038343,USA,High,87,Center D
10038353,USA,High,92,Center D
10038363,USA,High,60,Center D
10038373,USA,High,91,Center D
10038383,USA,High,90,Center D
10038393,USA,High,85,Center D
10038403,USA,High,68,Center D
10038413,USA,High,66,Center D
10038423,USA,High,83,Center D
10038433,USA,High,74,Center D
10038443,USA,High,59,Center D
10038453,USA,High,73,Center D
10038463,USA,High,68,Center D
10038473,USA,High,85,Center D
10038483,USA,High,52,Center D
10038493,USA,High,95,Center D
10038503,USA,High,85,Center D
10038513,USA,High,52,Center D
10038523,USA,High,68,Center D
10038533,USA,High,65,Center D
10038543,USA,High,61,Center D
10038553,USA,High,94,Center D
10038563,USA,High,87,Center D
10038583,USA,High,81,Center D
10038593,USA,High,65,Center D
10038603,USA,High,66,Center D
10038633,USA,High,94,Center D
10038643,USA,High,66,Center D
10038653,USA,High,53,Center D
10038663,USA,High,57,Center D
10038673,USA,High,72,Center D
10038683,USA,High,55,Center D
10038703,USA,High,90,Center D
10038733,USA,High,90,Center D
10038753,USA,High,89,Center D
10038763,USA,High,56,Center D
10038773,USA,High,83,Center D
10038783,USA,High,92,Center D
10038793,USA,High,83,Center D
10038803,USA,High,83,Center D
10038813,USA,High,52,Center D
10038823,USA,High,95,Center D
10038833,USA,High,72,Center D
10038843,USA,High,77,Center D
10038863,USA,High,83,Center D
10038873,USA,High,85,Center D
10038883,USA,High,93,Center D
10038903,USA,High,66,Center D
10038913,USA,High,90,Center D
10038923,USA,High,90,Center D
10038933,USA,High,66,Center D
10038953,USA,High,76,Center D
10038973,USA,High,95,Center D
10038983,USA,High,72,Center D
10038993,USA,High,56,Center D
10039003,USA,High,87,Center D
10039013,USA,High,52,Center D
10039033,USA,High,61,Center D
10039043,USA,High,60,Center D
10039053,USA,High,69,Center D
10039063,USA,High,85,Center D
10039073,USA,High,80,Center D
10039093,USA,High,83,Center D
10039103,USA,High,90,Center D
10039113,USA,High,81,Center D
10039163,USA,High,75,Center D
10039173,USA,High,74,Center D
10039183,USA,High,91,Center D
10039193,USA,High,91,Center D
10039203,USA,High,86,Center D
10039213,USA,High,92,Center D
10039223,USA,High,53,Center D
10039233,USA,High,57,Center D
10039243,USA,High,93,Center D
10039263,USA,High,77,Center D
10039273,USA,High,54,Center D
10039283,USA,High,51,Center D
10039293,USA,High,68,Center D
10039303,USA,High,60,Center D
10039313,USA,High,90,Center D
10039323,USA,High,73,Center D
10039333,USA,High,89,Center D
10039353,USA,High,74,Center D
10039373,USA,High,80,Center D
10039383,USA,High,86,Center D
10039403,USA,High,85,Center D
10039433,USA,High,69,Center D
10039443,USA,High,89,Center D
10039453,USA,High,95,Center D
10039463,USA,High,60,Center D
10039473,USA,High,69,Center D
10039483,USA,High,85,Center D
10039493,USA,High,68,Center D
10039513,USA,High,84,Center D
10039523,USA,High,86,Center D
10039533,USA,High,57,Center D
10039553,USA,High,95,Center D
10039563,USA,High,61,Center D
10039573,USA,High,77,Center D
10039583,USA,High,90,Center D
10039593,USA,High,57,Center D
10039603,USA,High,73,Center D
10039613,USA,High,83,Center D
10039643,USA,High,53,Center D
10039653,USA,High,63,Center D
10039663,USA,High,75,Center D
10039693,USA,High,54,Center D
10039703,USA,High,52,Center D
10039723,USA,High,55,Center D
10039733,USA,High,53,Center D
10039743,USA,High,92,Center D
10039753,USA,High,94,Center D
10039763,USA,High,86,Center D
10039773,USA,High,83,Center D
10039783,USA,High,66,Center D
10039793,USA,High,75,Center D
10039803,USA,High,56,Center D
10039813,USA,High,76,Center D
10039823,USA,High,74,Center D
10039833,USA,High,89,Center D
10039843,USA,High,91,Center D
10039853,USA,High,68,Center D
10039863,USA,High,51,Center D
10039873,USA,High,77,Center D
10039903,USA,High,65,Center D
10000133,USA,High,62,Center D
10000353,USA,High,62,Center D
10000853,USA,High,62,Center D
10001133,USA,High,62,Center D
10001253,USA,High,62,Center D
10001953,USA,High,62,Center D
10002093,USA,High,62,Center D
10002333,USA,High,62,Center D
10002353,USA,High,62,Center D
10002723,USA,High,62,Center D
10002843,USA,High,62,Center D
10003123,USA,High,62,Center D
10003133,USA,High,62,Center D
10004413,USA,High,62,Center D
10004593,USA,High,62,Center D
10004693,USA,High,62,Center D
10004713,USA,High,62,Center D
10004803,USA,High,62,Center D
10006193,USA,High,62,Center D
10006493,USA,High,62,Center D
10006643,USA,High,62,Center D
10006863,USA,High,62,Center D
10007053,USA,High,62,Center D
10007653,USA,High,62,Center D
10007823,USA,High,62,Center D
10008233,USA,High,62,Center D
10008353,USA,High,62,Center D
10009033,USA,High,62,Center D
10009143,USA,High,62,Center D
10009493,USA,High,62,Center D
10009683,USA,High,62,Center D
10010133,USA,High,62,Center D
10010773,USA,High,62,Center D
10010803,USA,High,62,Center D
10010863,USA,High,62,Center D
10010933,USA,High,62,Center D
10011263,USA,High,62,Center D
10011533,USA,High,62,Center D
10011833,USA,High,62,Center D
10012323,USA,High,62,Center D
10013053,USA,High,62,Center D
10013123,USA,High,62,Center D
10013283,USA,High,62,Center D
10013643,USA,High,62,Center D
10013843,USA,High,62,Center D
10014413,USA,High,62,Center D
10015413,USA,High,62,Center D
10015773,USA,High,62,Center D
10015833,USA,High,62,Center D
10016243,USA,High,62,Center D
10016323,USA,High,62,Center D
10033333,USA,High,62,Center D
10033523,USA,High,62,Center D
10035753,USA,High,62,Center D
10036953,USA,High,62,Center D
10037263,USA,High,62,Center D
10037353,USA,High,62,Center D
10037523,USA,High,62,Center D
10037883,USA,High,62,Center D
10038283,USA,High,62,Center D
10038963,USA,High,62,Center D
10039133,USA,High,62,Center D
10039343,USA,High,62,Center D
10039883,USA,High,62,Center D
10000833,USA,High,67,Center D
10001053,USA,High,67,Center D
10001213,USA,High,67,Center D
10001423,USA,High,67,Center D
10001733,USA,High,67,Center D
10001873,USA,High,67,Center D
10002203,USA,High,67,Center D
10002743,USA,High,67,Center D
10002963,USA,High,67,Center D
10003553,USA,High,67,Center D
10003723,USA,High,67,Center D
10003953,USA,High,67,Center D
10004243,USA,High,67,Center D
10004523,USA,High,67,Center D
10005953,USA,High,67,Center D
10006043,USA,High,67,Center D
10006653,USA,High,67,Center D
10006813,USA,High,67,Center D
10006903,USA,High,67,Center D
10008973,USA,High,67,Center D
10009393,USA,High,67,Center D
10009563,USA,High,67,Center D
10009643,USA,High,67,Center D
10009783,USA,High,67,Center D
10011003,USA,High,67,Center D
10011143,USA,High,67,Center D
10011473,USA,High,67,Center D
10011653,USA,High,67,Center D
10012913,USA,High,67,Center D
10013063,USA,High,67,Center D
10013203,USA,High,67,Center D
10013593,USA,High,67,Center D
10013913,USA,High,67,Center D
10014533,USA,High,67,Center D
10015193,USA,High,67,Center D
10016453,USA,High,67,Center D
10016553,USA,High,67,Center D
10016693,USA,High,67,Center D
10016743,USA,High,67,Center D
10031993,USA,High,67,Center D
10032963,USA,High,67,Center D
10032993,USA,High,67,Center D
10033253,USA,High,67,Center D
10033513,USA,High,67,Center D
10034573,USA,High,67,Center D
10034583,USA,High,67,Center D
10035043,USA,High,67,Center D
10035103,USA,High,67,Center D
10035123,USA,High,67,Center D
10035233,USA,High,67,Center D
10035253,USA,High,67,Center D
10035563,USA,High,67,Center D
10035613,USA,High,67,Center D
10035933,USA,High,67,Center D
10036643,USA,High,67,Center D
10036773,USA,High,67,Center D
10036963,USA,High,67,Center D
10037543,USA,High,67,Center D
10038723,USA,High,67,Center D
10039023,USA,High,67,Center D
10039363,USA,High,67,Center D
10039413,USA,High,67,Center D
10039423,USA,High,67,Center D
10039623,USA,High,67,Center D
10000173,USA,High,71,Center D
10000373,USA,High,71,Center D
10000403,USA,High,71,Center D
10000513,USA,High,71,Center D
10001633,USA,High,71,Center D
10001713,USA,High,71,Center D
10002683,USA,High,71,Center D
10002763,USA,High,71,Center D
10003143,USA,High,71,Center D
10004493,USA,High,71,Center D
10005133,USA,High,71,Center D
10005483,USA,High,71,Center D
10006883,USA,High,71,Center D
10006963,USA,High,71,Center D
10007843,USA,High,71,Center D
10008173,USA,High,71,Center D
10008483,USA,High,71,Center D
10009023,USA,High,71,Center D
10009313,USA,High,71,Center D
10009373,USA,High,71,Center D
10009703,USA,High,71,Center D
10009873,USA,High,71,Center D
10009903,USA,High,71,Center D
10009913,USA,High,71,Center D
10010053,USA,High,71,Center D
10010143,USA,High,71,Center D
10010663,USA,High,71,Center D
10011303,USA,High,71,Center D
10011583,USA,High,71,Center D
10011633,USA,High,71,Center D
10011693,USA,High,71,Center D
10011743,USA,High,71,Center D
10011923,USA,High,71,Center D
10012023,USA,High,71,Center D
10012113,USA,High,71,Center D
10012303,USA,High,71,Center D
10012483,USA,High,71,Center D
10012973,USA,High,71,Center D
10013633,USA,High,71,Center D
10013803,USA,High,71,Center D
10014283,USA,High,71,Center D
10014703,USA,High,71,Center D
10015173,USA,High,71,Center D
10015393,USA,High,71,Center D
10015483,USA,High,71,Center D
10016153,USA,High,71,Center D
10016223,USA,High,71,Center D
10016233,USA,High,71,Center D
10032113,USA,High,71,Center D
10032653,USA,High,71,Center D
10033303,USA,High,71,Center D
10033713,USA,High,71,Center D
10035243,USA,High,71,Center D
10035593,USA,High,71,Center D
10035723,USA,High,71,Center D
10035853,USA,High,71,Center D
10035953,USA,High,71,Center D
10035963,USA,High,71,Center D
10036083,USA,High,71,Center D
10036183,USA,High,71,Center D
10036393,USA,High,71,Center D
10038573,USA,High,71,Center D
10038613,USA,High,71,Center D
10038693,USA,High,71,Center D
10038743,USA,High,71,Center D
10039153,USA,High,71,Center D
10039713,USA,High,71,Center D
10000243,USA,High,88,Center D
10000273,USA,High,88,Center D
10000283,USA,High,88,Center D
10000733,USA,High,88,Center D
10000753,USA,High,88,Center D
10001443,USA,High,88,Center D
10001923,USA,High,88,Center D
10002543,USA,High,88,Center D
10003573,USA,High,88,Center D
10003973,USA,High,88,Center D
10004483,USA,High,88,Center D
10004993,USA,High,88,Center D
10005683,USA,High,88,Center D
10006283,USA,High,88,Center D
10007513,USA,High,88,Center D
10007533,USA,High,88,Center D
10007553,USA,High,88,Center D
10008143,USA,High,88,Center D
10008523,USA,High,88,Center D
10008763,USA,High,88,Center D
10009853,USA,High,88,Center D
10011073,USA,High,88,Center D
10011403,USA,High,88,Center D
10011423,USA,High,88,Center D
10013163,USA,High,88,Center D
10013583,USA,High,88,Center D
10014133,USA,High,88,Center D
10014233,USA,High,88,Center D
10014313,USA,High,88,Center D
10014653,USA,High,88,Center D
10015083,USA,High,88,Center D
10015723,USA,High,88,Center D
10016063,USA,High,88,Center D
10016103,USA,High,88,Center D
10016763,USA,High,88,Center D
10031593,USA,High,88,Center D
10032163,USA,High,88,Center D
10032513,USA,High,88,Center D
10032843,USA,High,88,Center D
10032903,USA,High,88,Center D
10033093,USA,High,88,Center D
10033793,USA,High,88,Center D
10033893,USA,High,88,Center D
10034293,USA,High,88,Center D
10034303,USA,High,88,Center D
10036233,USA,High,88,Center D
10036273,USA,High,88,Center D
10036783,USA,High,88,Center D
10036883,USA,High,88,Center D
10037053,USA,High,88,Center D
10037103,USA,High,88,Center D
10037143,USA,High,88,Center D
10037163,USA,High,88,Center D
10037183,USA,High,88,Center D
10037193,USA,High,88,Center D
10037393,USA,High,88,Center D
10037733,USA,High,88,Center D
10037843,USA,High,88,Center D
10038003,USA,High,88,Center D
10038253,USA,High,88,Center D
10038623,USA,High,88,Center D
10039143,USA,High,88,Center D
10039253,USA,High,88,Center D
10039393,USA,High,88,Center D
10039503,USA,High,88,Center D
10039543,USA,High,88,Center D
10039683,USA,High,88,Center D
10000783,USA,High,79,Center D
10001113,USA,High,79,Center D
10001403,USA,High,79,Center D
10001593,USA,High,79,Center D
10002633,USA,High,79,Center D
10003543,USA,High,79,Center D
10004403,USA,High,79,Center D
10004463,USA,High,79,Center D
10004893,USA,High,79,Center D
10004963,USA,High,79,Center D
10004983,USA,High,79,Center D
10005023,USA,High,79,Center D
10005083,USA,High,79,Center D
10005303,USA,High,79,Center D
10005973,USA,High,79,Center D
10006163,USA,High,79,Center D
10006243,USA,High,79,Center D
10006383,USA,High,79,Center D
10007083,USA,High,79,Center D
10007133,USA,High,79,Center D
10007283,USA,High,79,Center D
10008783,USA,High,79,Center D
10009173,USA,High,79,Center D
10009293,USA,High,79,Center D
10009403,USA,High,79,Center D
10009663,USA,High,79,Center D
10009943,USA,High,79,Center D
10010043,USA,High,79,Center D
10010113,USA,High,79,Center D
10010233,USA,High,79,Center D
10010333,USA,High,79,Center D
10010433,USA,High,79,Center D
10010453,USA,High,79,Center D
10011383,USA,High,79,Center D
10012053,USA,High,79,Center D
10012093,USA,High,79,Center D
10012673,USA,High,79,Center D
10013093,USA,High,79,Center D
10013683,USA,High,79,Center D
10013863,USA,High,79,Center D
10014663,USA,High,79,Center D
10014713,USA,High,79,Center D
10014843,USA,High,79,Center D
10015233,USA,High,79,Center D
10015913,USA,High,79,Center D
10016273,USA,High,79,Center D
10016433,USA,High,79,Center D
10016483,USA,High,79,Center D
10016783,USA,High,79,Center D
10031583,USA,High,79,Center D
10032293,USA,High,79,Center D
10032363,USA,High,79,Center D
10033043,USA,High,79,Center D
10034253,USA,High,79,Center D
10034403,USA,High,79,Center D
10034713,USA,High,79,Center D
10035213,USA,High,79,Center D
10035553,USA,High,79,Center D
10036403,USA,High,79,Center D
10037133,USA,High,79,Center D
10037873,USA,High,79,Center D
10037973,USA,High,79,Center D
10038173,USA,High,79,Center D
10038943,USA,High,79,Center D
10039083,USA,High,79,Center D
10039123,USA,High,79,Center D
10039673,USA,High,79,Center D
10000203,USA,High,78,Center D
10000313,USA,High,78,Center D
10001583,USA,High,78,Center D
10001943,USA,High,78,Center D
10002123,USA,High,78,Center D
10002143,USA,High,78,Center D
10002233,USA,High,78,Center D
10003233,USA,High,78,Center D
10003593,USA,High,78,Center D
10004653,USA,High,78,Center D
10004883,USA,High,78,Center D
10004933,USA,High,78,Center D
10005163,USA,High,78,Center D
10005463,USA,High,78,Center D
10005673,USA,High,78,Center D
10005793,USA,High,78,Center D
10005873,USA,High,78,Center D
10006313,USA,High,78,Center D
10006333,USA,High,78,Center D
10006343,USA,High,78,Center D
10007363,USA,High,78,Center D
10007383,USA,High,78,Center D
10007763,USA,High,78,Center D
10008043,USA,High,78,Center D
10008623,USA,High,78,Center D
10009153,USA,High,78,Center D
10009743,USA,High,78,Center D
10009753,USA,High,78,Center D
10009833,USA,High,78,Center D
10010313,USA,High,78,Center D
10011313,USA,High,78,Center D
10011553,USA,High,78,Center D
10011893,USA,High,78,Center D
10012173,USA,High,78,Center D
10012433,USA,High,78,Center D
10012543,USA,High,78,Center D
10012583,USA,High,78,Center D
10012843,USA,High,78,Center D
10014003,USA,High,78,Center D
10015553,USA,High,78,Center D
10016133,USA,High,78,Center D
10016373,USA,High,78,Center D
10016583,USA,High,78,Center D
10016703,USA,High,78,Center D
10016823,USA,High,78,Center D
10031653,USA,High,78,Center D
10031683,USA,High,78,Center D
10031953,USA,High,78,Center D
10032203,USA,High,78,Center D
10032323,USA,High,78,Center D
10032673,USA,High,78,Center D
10032763,USA,High,78,Center D
10032943,USA,High,78,Center D
10033173,USA,High,78,Center D
10033213,USA,High,78,Center D
10033383,USA,High,78,Center D
10033483,USA,High,78,Center D
10033623,USA,High,78,Center D
10033813,USA,High,78,Center D
10034033,USA,High,78,Center D
10034623,USA,High,78,Center D
10034723,USA,High,78,Center D
10035173,USA,High,78,Center D
10035373,USA,High,78,Center D
10036423,USA,High,78,Center D
10036993,USA,High,78,Center D
10037293,USA,High,78,Center D
10037403,USA,High,78,Center D
10037473,USA,High,78,Center D
10037743,USA,High,78,Center D
10038713,USA,High,78,Center D
10038853,USA,High,78,Center D
10038893,USA,High,78,Center D
10039633,USA,High,78,Center D
10039893,USA,High,78,Center D
10039913,USA,High,78,Center D
10000166,USA,High,72,Center G
10000256,USA,High,72,Center G
10000896,USA,High,72,Center G
10001266,USA,High,72,Center G
10001346,USA,High,72,Center G
10001366,USA,High,72,Center G
10001426,USA,High,72,Center G
10001746,USA,High,72,Center G
10002286,USA,High,72,Center G
10002386,USA,High,72,Center G
10002726,USA,High,72,Center G
10003286,USA,High,72,Center G
10003536,USA,High,72,Center G
10003886,USA,High,72,Center G
10004396,USA,High,72,Center G
10004456,USA,High,72,Center G
10004516,USA,High,72,Center G
10005816,USA,High,72,Center G
10006346,USA,High,72,Center G
10006546,USA,High,72,Center G
10006676,USA,High,72,Center G
10006926,USA,High,72,Center G
10007206,USA,High,72,Center G
10007286,USA,High,72,Center G
10007896,USA,High,72,Center G
10007996,USA,High,72,Center G
10009136,USA,High,72,Center G
10009826,USA,High,72,Center G
10009886,USA,High,72,Center G
10010096,USA,High,72,Center G
10010326,USA,High,72,Center G
10010476,USA,High,72,Center G
10010576,USA,High,72,Center G
10010796,USA,High,72,Center G
10011016,USA,High,72,Center G
10011126,USA,High,72,Center G
10011266,USA,High,72,Center G
10012386,USA,High,72,Center G
10012676,USA,High,72,Center G
10013346,USA,High,72,Center G
10013406,USA,High,72,Center G
10013896,USA,High,72,Center G
10014106,USA,High,72,Center G
10014506,USA,High,72,Center G
10014836,USA,High,72,Center G
10014886,USA,High,72,Center G
10015416,USA,High,72,Center G
10015666,USA,High,72,Center G
10016006,USA,High,72,Center G
10016706,USA,High,72,Center G
10031666,USA,High,72,Center G
10031726,USA,High,72,Center G
10032146,USA,High,72,Center G
10033476,USA,High,72,Center G
10034916,USA,High,72,Center G
10035076,USA,High,72,Center G
10035146,USA,High,72,Center G
10035616,USA,High,72,Center G
10037016,USA,High,72,Center G
10037116,USA,High,72,Center G
10037186,USA,High,72,Center G
10037536,USA,High,72,Center G
10037576,USA,High,72,Center G
10037806,USA,High,72,Center G
10038146,USA,High,72,Center G
10038216,USA,High,72,Center G
10038686,USA,High,72,Center G
10038826,USA,High,72,Center G
10039376,USA,High,72,Center G
10000206,USA,High,54,Center G
10001226,USA,High,54,Center G
10001606,USA,High,54,Center G
10001726,USA,High,54,Center G
10002396,USA,High,54,Center G
10002516,USA,High,54,Center G
10002856,USA,High,54,Center G
10002876,USA,High,54,Center G
10003126,USA,High,54,Center G
10003896,USA,High,54,Center G
10003986,USA,High,54,Center G
10004086,USA,High,54,Center G
10004096,USA,High,54,Center G
10004136,USA,High,54,Center G
10004936,USA,High,54,Center G
10005216,USA,High,54,Center G
10005596,USA,High,54,Center G
10005716,USA,High,54,Center G
10006586,USA,High,54,Center G
10006636,USA,High,54,Center G
10007526,USA,High,54,Center G
10007706,USA,High,54,Center G
10007876,USA,High,54,Center G
10007936,USA,High,54,Center G
10008016,USA,High,54,Center G
10008926,USA,High,54,Center G
10010026,USA,High,54,Center G
10010896,USA,High,54,Center G
10011206,USA,High,54,Center G
10011846,USA,High,54,Center G
10012036,USA,High,54,Center G
10012096,USA,High,54,Center G
10012576,USA,High,54,Center G
10013046,USA,High,54,Center G
10013506,USA,High,54,Center G
10013756,USA,High,54,Center G
10013936,USA,High,54,Center G
10014066,USA,High,54,Center G
10014126,USA,High,54,Center G
10014296,USA,High,54,Center G
10014696,USA,High,54,Center G
10014746,USA,High,54,Center G
10014826,USA,High,54,Center G
10015106,USA,High,54,Center G
10015676,USA,High,54,Center G
10015756,USA,High,54,Center G
10016016,USA,High,54,Center G
10016026,USA,High,54,Center G
10016166,USA,High,54,Center G
10032386,USA,High,54,Center G
10032636,USA,High,54,Center G
10033206,USA,High,54,Center G
10033356,USA,High,54,Center G
10033586,USA,High,54,Center G
10033996,USA,High,54,Center G
10034166,USA,High,54,Center G
10034576,USA,High,54,Center G
10035836,USA,High,54,Center G
10036376,USA,High,54,Center G
10036456,USA,High,54,Center G
10036686,USA,High,54,Center G
10036946,USA,High,54,Center G
10038176,USA,High,54,Center G
10038296,USA,High,54,Center G
10038626,USA,High,54,Center G
10038976,USA,High,54,Center G
10039306,USA,High,54,Center G
10000016,USA,High,76,Center G
10000926,USA,High,76,Center G
10001356,USA,High,76,Center G
10001476,USA,High,76,Center G
10001966,USA,High,76,Center G
10002016,USA,High,76,Center G
10002096,USA,High,76,Center G
10002446,USA,High,76,Center G
10002596,USA,High,76,Center G
10003246,USA,High,76,Center G
10003256,USA,High,76,Center G
10003486,USA,High,76,Center G
10003636,USA,High,76,Center G
10003706,USA,High,76,Center G
10003846,USA,High,76,Center G
10004356,USA,High,76,Center G
10006536,USA,High,76,Center G
10007126,USA,High,76,Center G
10008106,USA,High,76,Center G
10008196,USA,High,76,Center G
10008376,USA,High,76,Center G
10009246,USA,High,76,Center G
10010846,USA,High,76,Center G
10011176,USA,High,76,Center G
10012236,USA,High,76,Center G
10012356,USA,High,76,Center G
10012836,USA,High,76,Center G
10012896,USA,High,76,Center G
10013016,USA,High,76,Center G
10013246,USA,High,76,Center G
10013826,USA,High,76,Center G
10013906,USA,High,76,Center G
10013946,USA,High,76,Center G
10014056,USA,High,76,Center G
10014676,USA,High,76,Center G
10015536,USA,High,76,Center G
10015596,USA,High,76,Center G
10016066,USA,High,76,Center G
10016236,USA,High,76,Center G
10016316,USA,High,76,Center G
10016476,USA,High,76,Center G
10016486,USA,High,76,Center G
10032166,USA,High,76,Center G
10032176,USA,High,76,Center G
10032516,USA,High,76,Center G
10033326,USA,High,76,Center G
10033566,USA,High,76,Center G
10033646,USA,High,76,Center G
10033866,USA,High,76,Center G
10034256,USA,High,76,Center G
10034566,USA,High,76,Center G
10034866,USA,High,76,Center G
10034966,USA,High,76,Center G
10035276,USA,High,76,Center G
10035416,USA,High,76,Center G
10035486,USA,High,76,Center G
10036406,USA,High,76,Center G
10036506,USA,High,76,Center G
10037046,USA,High,76,Center G
10037526,USA,High,76,Center G
10037696,USA,High,76,Center G
10037776,USA,High,76,Center G
10037946,USA,High,76,Center G
10038676,USA,High,76,Center G
10039186,USA,High,76,Center G
10039606,USA,High,76,Center G
10000406,USA,High,77,Center G
10000526,USA,High,77,Center G
10000806,USA,High,77,Center G
10001386,USA,High,77,Center G
10002246,USA,High,77,Center G
10002636,USA,High,77,Center G
10003956,USA,High,77,Center G
10004896,USA,High,77,Center G
10005026,USA,High,77,Center G
10005276,USA,High,77,Center G
10005656,USA,High,77,Center G
10005706,USA,High,77,Center G
10005826,USA,High,77,Center G
10006136,USA,High,77,Center G
10006376,USA,High,77,Center G
10006386,USA,High,77,Center G
10007346,USA,High,77,Center G
10007376,USA,High,77,Center G
10007926,USA,High,77,Center G
10008446,USA,High,77,Center G
10008536,USA,High,77,Center G
10008686,USA,High,77,Center G
10009846,USA,High,77,Center G
10011596,USA,High,77,Center G
10012056,USA,High,77,Center G
10012126,USA,High,77,Center G
10012146,USA,High,77,Center G
10012276,USA,High,77,Center G
10013316,USA,High,77,Center G
10013426,USA,High,77,Center G
10013646,USA,High,77,Center G
10013816,USA,High,77,Center G
10014076,USA,High,77,Center G
10014086,USA,High,77,Center G
10014226,USA,High,77,Center G
10014366,USA,High,77,Center G
10014656,USA,High,77,Center G
10014816,USA,High,77,Center G
10015376,USA,High,77,Center G
10016256,USA,High,77,Center G
10016516,USA,High,77,Center G
10016536,USA,High,77,Center G
10032446,USA,High,77,Center G
10032486,USA,High,77,Center G
10032546,USA,High,77,Center G
10032716,USA,High,77,Center G
10032916,USA,High,77,Center G
10032976,USA,High,77,Center G
10033176,USA,High,77,Center G
10033556,USA,High,77,Center G
10034266,USA,High,77,Center G
10035236,USA,High,77,Center G
10035256,USA,High,77,Center G
10036166,USA,High,77,Center G
10036206,USA,High,77,Center G
10036566,USA,High,77,Center G
10036736,USA,High,77,Center G
10037286,USA,High,77,Center G
10037566,USA,High,77,Center G
10037966,USA,High,77,Center G
10038086,USA,High,77,Center G
10038366,USA,High,77,Center G
10038426,USA,High,77,Center G
10039126,USA,High,77,Center G
10039676,USA,High,77,Center G
10039716,USA,High,77,Center G
10000666,USA,High,53,Center G
10000706,USA,High,53,Center G
10000716,USA,High,53,Center G
10002036,USA,High,53,Center G
10002086,USA,High,53,Center G
10002236,USA,High,53,Center G
10002536,USA,High,53,Center G
10002626,USA,High,53,Center G
10003166,USA,High,53,Center G
10003966,USA,High,53,Center G
10004316,USA,High,53,Center G
10004466,USA,High,53,Center G
10005316,USA,High,53,Center G
10005926,USA,High,53,Center G
10006946,USA,High,53,Center G
10007586,USA,High,53,Center G
10007866,USA,High,53,Center G
10008076,USA,High,53,Center G
10008346,USA,High,53,Center G
10008726,USA,High,53,Center G
10008986,USA,High,53,Center G
10009086,USA,High,53,Center G
10009386,USA,High,53,Center G
10010196,USA,High,53,Center G
10010486,USA,High,53,Center G
10010596,USA,High,53,Center G
10010766,USA,High,53,Center G
10010816,USA,High,53,Center G
10011336,USA,High,53,Center G
10011836,USA,High,53,Center G
10011876,USA,High,53,Center G
10012026,USA,High,53,Center G
10012986,USA,High,53,Center G
10013466,USA,High,53,Center G
10013616,USA,High,53,Center G
10013636,USA,High,53,Center G
10013976,USA,High,53,Center G
10014136,USA,High,53,Center G
10014846,USA,High,53,Center G
10015166,USA,High,53,Center G
10015206,USA,High,53,Center G
10015496,USA,High,53,Center G
10015566,USA,High,53,Center G
10015886,USA,High,53,Center G
10016436,USA,High,53,Center G
10031656,USA,High,53,Center G
10031766,USA,High,53,Center G
10032256,USA,High,53,Center G
10032756,USA,High,53,Center G
10032876,USA,High,53,Center G
10034216,USA,High,53,Center G
10034706,USA,High,53,Center G
10034946,USA,High,53,Center G
10035436,USA,High,53,Center G
10035476,USA,High,53,Center G
10035566,USA,High,53,Center G
10035606,USA,High,53,Center G
10035806,USA,High,53,Center G
10035876,USA,High,53,Center G
10036106,USA,High,53,Center G
10037106,USA,High,53,Center G
10037266,USA,High,53,Center G
10037356,USA,High,53,Center G
10037426,USA,High,53,Center G
10039246,USA,High,53,Center G
10039796,USA,High,53,Center G
10000036,USA,High,86,Center G
10000496,USA,High,86,Center G
10000816,USA,High,86,Center G
10001036,USA,High,86,Center G
10001056,USA,High,86,Center G
10001786,USA,High,86,Center G
10002196,USA,High,86,Center G
10002676,USA,High,86,Center G
10002896,USA,High,86,Center G
10003796,USA,High,86,Center G
10003856,USA,High,86,Center G
10004486,USA,High,86,Center G
10004566,USA,High,86,Center G
10004616,USA,High,86,Center G
10004636,USA,High,86,Center G
10004806,USA,High,86,Center G
10005476,USA,High,86,Center G
10006146,USA,High,86,Center G
10006476,USA,High,86,Center G
10007036,USA,High,86,Center G
10007806,USA,High,86,Center G
10008316,USA,High,86,Center G
10008366,USA,High,86,Center G
10008836,USA,High,86,Center G
10008906,USA,High,86,Center G
10009116,USA,High,86,Center G
10009206,USA,High,86,Center G
10010396,USA,High,86,Center G
10010696,USA,High,86,Center G
10010856,USA,High,86,Center G
10010926,USA,High,86,Center G
10011096,USA,High,86,Center G
10012156,USA,High,86,Center G
10012296,USA,High,86,Center G
10012366,USA,High,86,Center G
10012626,USA,High,86,Center G
10012976,USA,High,86,Center G
10013126,USA,High,86,Center G
10013186,USA,High,86,Center G
10013576,USA,High,86,Center G
10013686,USA,High,86,Center G
10014386,USA,High,86,Center G
10014496,USA,High,86,Center G
10014596,USA,High,86,Center G
10014806,USA,High,86,Center G
10015816,USA,High,86,Center G
10015896,USA,High,86,Center G
10016686,USA,High,86,Center G
10031846,USA,High,86,Center G
10032186,USA,High,86,Center G
10033116,USA,High,86,Center G
10034466,USA,High,86,Center G
10035196,USA,High,86,Center G
10035376,USA,High,86,Center G
10035646,USA,High,86,Center G
10035676,USA,High,86,Center G
10035946,USA,High,86,Center G
10036296,USA,High,86,Center G
10036696,USA,High,86,Center G
10036966,USA,High,86,Center G
10037636,USA,High,86,Center G
10037726,USA,High,86,Center G
10037976,USA,High,86,Center G
10039206,USA,High,86,Center G
